word,severity,vibe,pos,
Italian rye,2,other,noun,
hybrid,3,other,adjective,
Egyptian Islamic Jihad,3,other,noun,
trimly,1,other,adverb,
inspiratory,3,other,adjective,
omasum,2,other,noun,
Sayornis phoebe,3,other,noun,
Tricholoma pardinum,4,other,noun,
Spodoptera exigua,3,other,noun,
Maeterlinck,1,other,noun,
notice,1,other,verb,
bottle bill,3,other,noun,
sea lion,4,other,noun,
growth industry,3,other,noun,
boyish,3,other,adjective,
ragpicker,1,other,noun,
equal,3,other,verb,
genus Maja,2,other,noun,
ratiocinator,2,other,noun,
transgressor,1,other,noun,
uncoloured,2,other,adjective,
pharmacology,3,other,noun,
leaf mold,4,other,noun,
glasswork,3,other,noun,
transpose,1,other,noun,
lily-livered,4,other,adjective,
inferential,1,other,adjective,
carbineer,4,other,noun,
aliment,1,other,verb,
mutual induction,1,other,noun,
ill,2,other,noun,
social season,2,other,noun,
headscarf,3,other,noun,
butt shaft,4,other,noun,
nadolol,3,other,noun,
Arctocebus,2,other,noun,
Isaac Newton,3,other,noun,
closeness,4,other,noun,
anthropology department,4,other,noun,
La Fayette,2,other,noun,
bantam,2,other,adjective,
Clovis,2,other,noun,
Sudbury,2,other,noun,
fertilize,2,other,verb,
Atlantic,4,other,noun,
carry through,1,other,verb,
Listera cordata,4,other,noun,
mahogany family,2,other,noun,
dark,3,other,noun,
blink of an eye,3,other,noun,
crown imperial,2,other,noun,
Ba,2,other,noun,
fumed oak,4,other,noun,
slaveholding,3,other,noun,
liturgiology,1,other,noun,
Scotch whiskey,1,other,noun,
Friedrich Wilhelm Bessel,4,other,noun,
territorial division,1,other,noun,
reinstatement,4,other,noun,
impetiginous,2,other,adjective,
primidone,3,other,noun,
potassium bitartrate,4,other,noun,
European fire salamander,1,other,noun,
mound over,3,other,verb,
term of office,2,other,noun,
schmaltz,3,other,noun,
mamma,3,other,noun,
gorgonzola,2,other,noun,
ultimate,4,other,noun,
Chrysaora quinquecirrha,3,other,noun,
Shiism,3,other,noun,
prevailing,4,other,adjective,
best,2,other,adjective,
plaque,4,other,noun,
completeness,2,other,noun,
convulse,4,other,verb,
numberless,4,other,adjective,
hematopoeitic stem cell,1,other,noun,
Guadalupe Mountains,3,other,noun,
Wynnea americana,3,other,noun,
crown,3,other,noun,
acromegaly,2,other,noun,
trimer,2,other,noun,
guinea flower,2,other,noun,
donna,3,other,noun,
FAA,4,other,noun,
social dancing,2,other,noun,
beefcake,3,other,noun,
esprit de corps,3,other,noun,
cinematographer,4,other,noun,
collation,2,other,noun,
whimsey,2,other,noun,
misbehave,2,other,verb,
upthrow,1,other,noun,
casuistical,3,other,adjective,
Tagalog,2,other,noun,
Mt,3,other,noun,
thick-billed murre,1,other,noun,
index register,3,other,noun,
uncharitable,2,other,adjective,
perspiration,4,other,noun,
fragmentation bomb,2,other,noun,
rock climber,4,other,noun,
private,2,other,adjective,
home,4,other,noun,
Chimera,3,other,noun,
Parasitaxus,3,other,noun,
Zhou,3,other,noun,
transmissible,1,other,adjective,
unbounded interval,2,other,noun,
caprimulgid,2,other,noun,
credibly,4,other,adverb,
Sanvitalia,4,other,noun,
emphasised,3,other,adjective,
genus Swertia,4,other,noun,
fire tree,2,other,noun,
stage director,4,other,noun,
dispensability,4,other,noun,
inattention,3,other,noun,
Humperdinck,1,other,noun,
open fire,2,other,verb,
reciprocally,4,other,adverb,
Spartan,3,other,adjective,
Isolde,3,other,noun,
black beech,4,other,noun,
blood corpuscle,1,other,noun,
surlily,2,other,adverb,
awing,1,other,adjective,
George III,4,other,noun,
igneous rock,4,other,noun,
Curie point,4,other,noun,
authorizer,3,other,noun,
Medford,4,other,noun,
deportee,2,other,noun,
sylvan,1,other,noun,
topographic anatomy,2,other,noun,
Cassiopeia,2,other,noun,
calfskin,2,other,noun,
calf love,1,other,noun,
paradox,3,other,noun,
family Hymenophyllaceae,4,other,noun,
predominantly,1,other,adverb,
sassy,2,other,adjective,
Platymiscium pinnatum,4,other,noun,
Oniscus,1,other,noun,
loosen,2,other,verb,
Hail Mary,2,other,noun,
Toulouse-Lautrec,3,other,noun,
writ of right,4,other,noun,
glory fern,1,other,noun,
phenylalanine,2,other,noun,
de jure,2,other,adjective,
Brown,1,other,noun,
eff,3,other,verb,
club-shaped,4,other,adjective,
teddy boys,2,other,noun,
heath aster,2,other,noun,
Tyre,1,other,noun,
richweed,1,other,noun,
useless,2,other,adjective,
coddled egg,2,other,noun,
Rhynchoelaps,1,other,noun,
prototherian,4,other,noun,
quantum theory,3,other,noun,
Zantedeschia rehmanii,3,other,noun,
antiauthoritarian,3,other,adjective,
docker,4,other,noun,
pining,1,other,noun,
marriage counseling,4,other,noun,
chafeweed,1,other,noun,
full point,4,other,noun,
clinical,3,other,adjective,
National Association of Realtors,4,other,noun,
Al Alamayn,1,other,noun,
hemicycle,3,other,noun,
Rider Haggard,2,other,noun,
eventual,3,other,adjective,
neckband,3,other,noun,
forehand stroke,3,other,noun,
unconvincing,3,other,adjective,
order Aspergillales,1,other,noun,
quiescence,1,other,noun,
gallinaceous,2,other,adjective,
renegade state,1,other,noun,
balloting,2,other,noun,
swineherd,3,other,noun,
celebrate,2,other,verb,
domestic violence,3,other,noun,
Agalinis,4,other,noun,
genus Sorex,1,other,noun,
Mustela putorius,2,other,noun,
PPK,2,other,noun,
totemist,2,other,noun,
flat-bellied,1,other,adjective,
orbiculate,4,other,adjective,
romaine,2,other,noun,
genus Limnodromus,4,other,noun,
Elaeagnaceae,2,other,noun,
hoggish,2,other,adjective,
penicillin V,3,other,noun,
light circuit,4,other,noun,
Gymnogyps,2,other,noun,
Rana palustris,2,other,noun,
Northman,1,other,noun,
allochthonous,1,other,adjective,
Capet,1,other,noun,
sinkable,1,other,adjective,
paresthesia,3,other,noun,
Hispanic,2,other,adjective,
quicksilver,2,other,noun,
dichotomize,1,other,verb,
electromagnetic spectrum,2,other,noun,
bluster,2,other,verb,
fizzle out,3,other,verb,
tawny-brown,2,other,adjective,
ski tow,4,other,noun,
complaintive,1,other,adjective,
jongleur,1,other,noun,
conciliator,3,other,noun,
windward,2,other,adjective,
maternity hospital,1,other,noun,
matman,4,other,noun,
family Albulidae,1,other,noun,
ill-humoured,3,other,adjective,
depend upon,4,other,verb,
Iris persica,3,other,noun,
elephantine,3,other,adjective,
Gary Weinstein,3,other,noun,
hypsometry,3,other,noun,
ai,3,other,noun,
ankus,1,other,noun,
Pujunan,1,other,noun,
Jacques Alexandre Cesar Charles,4,other,noun,
cichlid fish,2,other,noun,
yachtswoman,4,other,noun,
overfeed,2,other,verb,
backseat driver,4,other,noun,
angiotensin I,1,other,noun,
Lycopodineae,4,other,noun,
floor,3,other,verb,
Tertry,4,other,noun,
proper,2,other,adjective,
Skivvies,1,other,noun,
lackluster,3,other,adjective,
tallboy,3,other,noun,
Hugo deVries,1,other,noun,
Chrysolepis,4,other,noun,
Prunus mexicana,3,other,noun,
scarabaeus,1,other,noun,
gravity meter,4,other,noun,
bonavist,3,other,noun,
18th,4,other,adjective,
worldly possession,4,other,noun,
Oliver Hardy,1,other,noun,
Dame Daphne du Maurier,3,other,noun,
genus Arisaema,4,other,noun,
snug,3,other,noun,
osteoblastoma,2,other,noun,
stinking cedar,1,other,noun,
Cliftonia,3,other,noun,
withdraw,1,other,verb,
self-importance,1,other,noun,
Khepera,1,other,noun,
parts catalogue,4,other,noun,
dasyurid marsupial,3,other,noun,
Egypt,4,other,noun,
botulinum toxin A,3,other,noun,
aegis,1,other,noun,
chock,3,other,adverb,
music paper,3,other,noun,
family Naticidae,3,other,noun,
brooding,2,other,noun,
Lincolnesque,2,other,adjective,
yellow bedstraw,3,other,noun,
degas,1,other,verb,
soggy,3,other,adjective,
soil erosion,4,other,noun,
objective case,3,other,noun,
thumbprint,2,other,noun,
suffocation,3,other,noun,
moneymaking,1,other,adjective,
astronomical,2,other,adjective,
monocle,2,other,noun,
direct fire,3,other,noun,
martial art,1,other,noun,
abstruseness,3,other,noun,
Guadalupe Island,2,other,noun,
anterior root,3,other,noun,
family Oleaceae,3,other,noun,
denary,2,other,adjective,
sclera,2,other,noun,
ticktack,1,other,noun,
activating,3,other,noun,
overripe,3,other,adjective,
spring cress,1,other,noun,
redshift,1,other,noun,
Andaman marble,2,other,noun,
ventral root,4,other,noun,
clear-thinking,1,other,adjective,
symptom,4,other,noun,
daub,1,other,verb,
sportively,3,other,adverb,
heterozygous,2,other,adjective,
helleri,2,other,noun,
wing-shaped,3,other,adjective,
fringe,4,other,verb,
strobilus,2,other,noun,
family Tiliaceae,2,other,noun,
intimately,3,other,adverb,
multicultural,2,other,adjective,
Spiranthes romanzoffiana,3,other,noun,
anon,3,other,adverb,
Bayonne Bridge,2,other,noun,
deflated,3,other,adjective,
use,3,other,noun,
lam,1,other,verb,
spark chamber,4,other,noun,
sun protection factor,2,other,noun,
auriform,4,other,adjective,
remuda,4,other,noun,
Allium haematochiton,1,other,noun,
lexical entry,1,other,noun,
luteotropin,3,other,noun,
petit mal epilepsy,1,other,noun,
volcanism,4,other,noun,
Ural Mountains,1,other,noun,
pear blight,4,other,noun,
protoanthropology,4,other,noun,
raiment,3,other,noun,
Provisional Irish Republican Army,1,other,noun,
Marta Brigit Nilsson,4,other,noun,
Nudibranchia,1,other,noun,
adobe house,2,other,noun,
rust-free,4,other,adjective,
unsealed,1,other,adjective,
Saxifraga granulata,1,other,noun,
snow lily,2,other,noun,
berry fern,4,other,noun,
landing field,2,other,noun,
papillary muscle,4,other,noun,
periodic motion,2,other,noun,
empiricist philosophy,3,other,noun,
international terrorism,1,other,noun,
chili pepper,2,other,noun,
Kayser-Fleischer ring,3,other,noun,
de jure segregation,2,other,noun,
sodium hydrogen carbonate,4,other,noun,
meshuggener,2,other,noun,
absolute,4,other,adjective,
cat box,2,other,noun,
melancholic,3,other,adjective,
good-by,4,other,noun,
perfume,3,other,noun,
strict,3,other,adjective,
headmistressship,3,other,noun,
non prosequitur,4,other,noun,
Francois Mitterrand,1,other,noun,
pushcart,2,other,noun,
glory lily,1,other,noun,
point jam,4,other,verb,
scaleless,2,other,adjective,
nervus trigeminus,1,other,noun,
yellow adder's tongue,2,other,noun,
anile,3,other,adjective,
microtome,4,other,noun,
discount,2,other,verb,
stockcar,4,other,noun,
magic spell,3,other,noun,
matzah,4,other,noun,
associate,2,other,verb,
Abidjan,1,other,noun,
wide-ranging,4,other,adjective,
Valium,2,other,noun,
double-breasted,1,other,adjective,
material resource,2,other,noun,
caulk,3,other,noun,
Beirut,2,other,noun,
Luis de Gongora y Argote,2,other,noun,
witch-hunter,4,other,noun,
Fechner's law,4,other,noun,
minor planet,2,other,noun,
Transvaal daisy,4,other,noun,
blended,3,other,adjective,
devotion,3,other,noun,
Pongamia,4,other,noun,
drafting table,2,other,noun,
obituary,3,other,noun,
genus Brachychiton,4,other,noun,
girth,2,other,noun,
Ceroxylon andicola,2,other,noun,
insurability,4,other,noun,
Rupert Murdoch,1,other,noun,
phlogopite,4,other,noun,
twenty-seventh,3,other,adjective,
bastard feverfew,2,other,noun,
barmaid,2,other,noun,
pedestal table,1,other,noun,
popery,4,other,noun,
AEC,2,other,noun,
supernaturally,4,other,adverb,
assert,2,other,verb,
poorly,2,other,adverb,
infringement of copyright,1,other,noun,
overtake,1,other,verb,
underground press,4,other,noun,
excogitation,3,other,noun,
do-or-die,3,other,adjective,
adulterous,2,other,adjective,
turakoo,4,other,noun,
solo homer,3,other,noun,
indicate,1,other,verb,
Stephen William Hawking,3,other,noun,
esophageal reflux,3,other,noun,
pancake day,2,other,noun,
deceive,2,other,verb,
wash down,1,other,verb,
coupling,3,other,noun,
Cursorius cursor,2,other,noun,
feedback circuit,1,other,noun,
Diane de Poitiers,1,other,noun,
brickbat,2,other,noun,
unclouded,3,other,adjective,
profit-maximizing,1,other,adjective,
promulgator,3,other,noun,
Zalophus californicus,3,other,noun,
in,2,other,noun,
barbeque,2,other,verb,
saddle-sore,3,other,adjective,
takeoff booster,4,other,noun,
Cosmocampus profundus,1,other,noun,
naked mole rat,2,other,noun,
parliamentary procedure,2,other,noun,
glutamic acid,2,other,noun,
disk space,1,other,noun,
mass hysteria,2,other,noun,
FAR,4,other,noun,
leathery,1,other,adjective,
log up,4,other,verb,
literalism,1,other,noun,
transmogrification,1,other,noun,
inflected,1,other,adjective,
Microsporum,3,other,noun,
Bubalus,3,other,noun,
agglomerate,1,other,verb,
staggers,3,other,noun,
hawser,3,other,noun,
Davalliaceae,3,other,noun,
fish fry,2,other,noun,
emperor butterfly,1,other,noun,
Psaltriparus,4,other,noun,
Nyctanassa violacea,1,other,noun,
Swiss roll,4,other,noun,
automatic teller,2,other,noun,
Thylacinus cynocephalus,3,other,noun,
headed,3,other,adjective,
parfait,3,other,noun,
piping,2,other,adverb,
Abyssinian,4,other,noun,
cutout,4,other,noun,
supposal,1,other,noun,
Ptychozoon homalocephalum,4,other,noun,
halma,4,other,noun,
right-wing,3,other,adjective,
detach,2,other,verb,
union card,1,other,noun,
ploughwright,1,other,noun,
wilful,4,other,adjective,
deposit,4,other,noun,
pertain,4,other,verb,
genus Ceiba,4,other,noun,
St. Mary Magdalen,1,other,noun,
frangibility,1,other,noun,
touch-typist,2,other,noun,
Pasadena,2,other,noun,
low-rise,3,other,adjective,
satisfaction,2,other,noun,
right,1,other,noun,
dollarfish,4,other,noun,
vector decomposition,2,other,noun,
obliterate,1,other,adjective,
madam,4,other,noun,
cullis,1,other,noun,
chit-chat,3,other,verb,
homey,1,other,adjective,
Book of Habakkuk,4,other,noun,
lazaretto,1,other,noun,
taking hold,2,other,noun,
Tupi-Guarani,2,other,noun,
shut-in,4,other,noun,
overnice,2,other,adjective,
Chenopodium murale,4,other,noun,
canonical hour,3,other,noun,
Blighia sapida,3,other,noun,
Thessalian,1,other,noun,
traffic control,3,other,noun,
surfriding,1,other,noun,
bomb rack,3,other,noun,
gasoline gauge,2,other,noun,
monophonic,1,other,adjective,
sluttishness,1,other,noun,
Santee Dakota,1,other,noun,
Josef von Sternberg,1,other,noun,
mambo,1,other,verb,
giant star,2,other,noun,
Trichostema dichotomum,1,other,noun,
Melicocca bijugatus,3,other,noun,
jaboticaba,2,other,noun,
diddlyshit,3,other,noun,
Stevens' power law,2,other,noun,
Lampris,2,other,noun,
George Paget Thomson,4,other,noun,
ochre,3,other,noun,
dotage,3,other,noun,
Rebecca Rolfe,1,other,noun,
discotheque,4,other,noun,
wheal,4,other,noun,
bladder ketmia,2,other,noun,
21-Jun,1,other,noun,
long pants,2,other,noun,
exothermic,3,other,adjective,
critique,3,other,verb,
senior status,1,other,noun,
Woodsia alpina,1,other,noun,
hypertensive,4,other,adjective,
Haggai,2,other,noun,
Scientology,4,other,noun,
Prunus tenella,3,other,noun,
surfer,2,other,noun,
tourney,2,other,noun,
Malcolm stock,2,other,noun,
scrap iron,2,other,noun,
Georgetown,2,other,noun,
family Lepidodendraceae,4,other,noun,
gateleg table,1,other,noun,
Alan Bartlett Shepard Jr.,2,other,noun,
anthrax,1,other,noun,
wrapped,3,other,adjective,
moneyless,2,other,adjective,
sleeping draught,1,other,noun,
family Cycadaceae,2,other,noun,
touch-and-go,4,other,adjective,
fabian,2,other,adjective,
bikers,2,other,noun,
multicolor,4,other,adjective,
Canaanite,1,other,noun,
infraorbital artery,4,other,noun,
tiddlywinks,4,other,noun,
Oleandra mollis,3,other,noun,
predication,2,other,noun,
recombinant,1,other,adjective,
Leuciscus leuciscus,1,other,noun,
African country,3,other,noun,
Comenius,1,other,noun,
moss green,4,other,adjective,
vena cystica,2,other,noun,
Aby Moritz Warburg,4,other,noun,
Neanderthal man,2,other,noun,
holism,2,other,noun,
peculiarity,2,other,noun,
sullen,3,other,adjective,
oleander fern,3,other,noun,
further,1,other,adjective,
toe dancing,1,other,noun,
genus Alcea,3,other,noun,
Celsius scale,4,other,noun,
manna,3,other,noun,
raised,2,other,adjective,
Asian seabass,3,other,noun,
gallstone,1,other,noun,
Ionian,1,other,noun,
Geum rivale,4,other,noun,
castrated,3,other,adjective,
Ovis,1,other,noun,
lighter-than-air craft,1,other,noun,
son,2,other,noun,
hypodermis,2,other,noun,
fat-free,1,other,adjective,
katharometer,4,other,noun,
propound,1,other,verb,
favourable,4,other,adjective,
disbelief,1,other,noun,
Kennedy,1,other,noun,
incomprehensibility,2,other,noun,
zig-zag,2,other,adjective,
planthopper,1,other,noun,
Chinese wistaria,2,other,noun,
like the devil,2,other,adverb,
Cypripedium fasciculatum,2,other,noun,
Decalogue,3,other,noun,
paddle-box,3,other,noun,
Azolla,2,other,noun,
Sarracenia flava,4,other,noun,
gymnosophical,1,other,adjective,
eggshake,2,other,noun,
bedsitter,1,other,noun,
wear ship,1,other,verb,
ultramicroscopic,1,other,adjective,
boulevardier,2,other,noun,
semiliterate,3,other,adjective,
naproxen,2,other,noun,
connotational,2,other,adjective,
pedagogy,2,other,noun,
demurral,1,other,noun,
family Ariidae,2,other,noun,
chloramine,4,other,noun,
genus Tussilago,1,other,noun,
gender agreement,1,other,noun,
Heilong,2,other,noun,
rustling,3,other,noun,
Stromateidae,3,other,noun,
Pierre Boulez,2,other,noun,
surface mail,3,other,noun,
chisel,1,other,noun,
hamamelid dicot genus,3,other,noun,
Gerres,2,other,noun,
nickel-cadmium accumulator,4,other,noun,
Star-Spangled Banner,1,other,noun,
harpy eagle,1,other,noun,
big businessman,2,other,noun,
dubiously,2,other,adverb,
Acrocarpus,1,other,noun,
splitsville,2,other,noun,
rip out,4,other,verb,
rote learning,3,other,noun,
cryptorchidy,4,other,noun,
manufacture,3,other,noun,
do the dishes,1,other,verb,
self-complacent,4,other,adjective,
mensal line,1,other,noun,
politic,4,other,adjective,
olefine,2,other,noun,
Microtus ochrogaster,1,other,noun,
emplane,2,other,verb,
stopped,4,other,adjective,
film producer,3,other,noun,
switch,3,other,verb,
labour party,3,other,noun,
burn,1,other,noun,
English walnut,1,other,noun,
Cydonia,3,other,noun,
eccrine gland,3,other,noun,
raita,2,other,noun,
Afghanistani,1,other,noun,
cutting angle,4,other,noun,
loser,1,other,noun,
chamfer,3,other,verb,
chance upon,3,other,verb,
infectious agent,1,other,noun,
mayapple,2,other,noun,
spinning,3,other,noun,
passing,2,other,adjective,
postmodernism,2,other,noun,
Hedera,1,other,noun,
anomalistic month,4,other,noun,
Spartina cynosuroides,4,other,noun,
Graves' disease,1,other,noun,
mesquite gum,3,other,noun,
Cardamine bulbosa,1,other,noun,
key ring,4,other,noun,
major,4,other,noun,
Poecilocapsus lineatus,1,other,noun,
low-fat diet,3,other,noun,
wheatworm,2,other,noun,
ezed,3,other,noun,
barge in,2,other,verb,
Monotropaceae,4,other,noun,
gracile,1,other,adjective,
bassinet,1,other,noun,
Kniphofia praecox,4,other,noun,
catcher,2,other,noun,
roofless,1,other,adjective,
censer,2,other,noun,
petty jury,3,other,noun,
mazzard,4,other,noun,
building material,2,other,noun,
rough green snake,3,other,noun,
Francisco Jimenez de Cisneros,2,other,noun,
postage,4,other,noun,
squeeze for,4,other,verb,
boss,3,other,adjective,
traditionalist,2,other,adjective,
manky,3,other,adjective,
real matrix,2,other,noun,
real-time processing,1,other,noun,
Ringer's solution,4,other,noun,
dry fly,3,other,noun,
Milne,2,other,noun,
group Centrospermae,1,other,noun,
cardiology,3,other,noun,
George Westinghouse,3,other,noun,
balance of trade,3,other,noun,
appertain,3,other,verb,
Naja hannah,2,other,noun,
broach,3,other,noun,
Epistle to Philemon,2,other,noun,
social rank,2,other,noun,
religious ritual,3,other,noun,
Passion of Christ,1,other,noun,
doubly,3,other,adverb,
invulnerability,2,other,noun,
Commissaire Maigret,2,other,noun,
W. Somerset Maugham,3,other,noun,
trouser press,3,other,noun,
top of the inning,2,other,noun,
averageness,2,other,noun,
catoptrics,2,other,noun,
armoured combat vehicle,1,other,noun,
Darwinian,2,other,adjective,
ornithomimid,1,other,noun,
miracle,2,other,noun,
Washington's Birthday,1,other,noun,
fossil,4,other,adjective,
supporting tower,2,other,noun,
heelbone,4,other,noun,
Gronland,1,other,noun,
Kepler's second law,4,other,noun,
stoplight,1,other,noun,
skim milk,4,other,noun,
Meryta,1,other,noun,
tangerine,2,other,noun,
fits and starts,4,other,noun,
atmospheric static,3,other,noun,
Vespertilio,1,other,noun,
Boston brown bread,1,other,noun,
Lallans,2,other,noun,
atomic number 94,1,other,noun,
numeracy,3,other,noun,
trouble-free,2,other,adjective,
amiss,3,other,adjective,
call center,4,other,noun,
emoticon,4,other,noun,
stearin,1,other,noun,
skene arch,2,other,noun,
brachycephalism,1,other,noun,
accusal,1,other,noun,
hookah,2,other,noun,
vulvitis,2,other,noun,
out of sight,1,other,adjective,
Fragaria virginiana,1,other,noun,
reprimand,3,other,verb,
Sebastodes ruberrimus,3,other,noun,
twiddler,1,other,noun,
fourpence,1,other,noun,
Presbyterian,1,other,noun,
darling pea,3,other,noun,
lapidator,2,other,noun,
moonlit,4,other,adjective,
big gun,1,other,noun,
incredulous,4,other,adjective,
pestilent,3,other,adjective,
in circles,4,other,adverb,
say farewell,2,other,verb,
wits,3,other,noun,
genus Presbytes,4,other,noun,
Sabine,2,other,noun,
pointsman,3,other,noun,
Wu dialect,2,other,noun,
back-to-back,1,other,adjective,
inbound,1,other,adjective,
biosystematy,1,other,noun,
customary,4,other,adjective,
winsomely,4,other,adverb,
neuroma,4,other,noun,
take a leak,4,other,verb,
coeducation,3,other,noun,
egotistic,2,other,adjective,
compass plant,3,other,noun,
Thackeray,3,other,noun,
Siren,3,other,noun,
yellow turnip,1,other,noun,
surbase,3,other,noun,
Jong,4,other,noun,
eastern white pine,4,other,noun,
apply,1,other,verb,
Chiloe,4,other,noun,
family Sphaerobolaceae,2,other,noun,
morals,1,other,noun,
superannuation fund,2,other,noun,
clupeid fish,3,other,noun,
Procellaria aequinoctialis,3,other,noun,
brioche,1,other,noun,
anaesthetize,3,other,verb,
tenacious,1,other,adjective,
crank letter,4,other,noun,
vestiary,2,other,adjective,
first and last,2,other,adverb,
unanimated,3,other,adjective,
endocrine,3,other,noun,
T lymphocyte,1,other,noun,
hypoactive,1,other,adjective,
Herschelian telescope,2,other,noun,
irritating,1,other,adjective,
open up,3,other,verb,
double-bass,4,other,adjective,
arteria vaginalis,4,other,noun,
order Monotremata,4,other,noun,
sham,4,other,noun,
Spanish iris,3,other,noun,
around,4,other,adverb,
Karachi,4,other,noun,
skyrocket,4,other,verb,
inability,3,other,noun,
resort area,4,other,noun,
Piscidia,2,other,noun,
by heart,3,other,adverb,
head nurse,1,other,noun,
Mitchell,1,other,noun,
Islamic Ummah,4,other,noun,
widow's weeds,4,other,noun,
John Barleycorn,1,other,noun,
Otus,4,other,noun,
articulatio spheroidea,2,other,noun,
table-tennis racquet,1,other,noun,
supraorbital torus,4,other,noun,
coral tree,4,other,noun,
puffer,4,other,noun,
President Tyler,2,other,noun,
protected,3,other,adjective,
Przewalski's horse,2,other,noun,
myalgia,1,other,noun,
vampire bat,2,other,noun,
gopher hole,1,other,noun,
wild cotton,1,other,noun,
insectan,4,other,adjective,
cheque,4,other,verb,
attentively,3,other,adverb,
undistributed,1,other,adjective,
strawberry mark,4,other,noun,
Tarbell,3,other,noun,
grassy death camas,2,other,noun,
repetitive,3,other,adjective,
Formica,4,other,noun,
gleefulness,3,other,noun,
columnar cell,1,other,noun,
billingsgate,4,other,noun,
Andrei Andreyevich Gromyko,4,other,noun,
gum sangapenum,4,other,noun,
guilt,3,other,noun,
zed,1,other,noun,
husbandly,3,other,adjective,
Quincy,2,other,noun,
cuckoo,4,other,noun,
representative,1,other,noun,
Gris,4,other,noun,
Boy Scouts,2,other,noun,
trash,4,other,verb,
genus Pholas,4,other,noun,
MiB,4,other,noun,
Veblen,3,other,noun,
vena angularis,1,other,noun,
apex,2,other,noun,
conveyance of title,3,other,noun,
wheeling,3,other,noun,
Sistrurus catenatus,1,other,noun,
Adriatic,4,other,noun,
penalty free throw,4,other,noun,
fire hose,1,other,noun,
flotilla,2,other,noun,
velvet bent,3,other,noun,
Cladrastis lutea,1,other,noun,
water gate,1,other,noun,
junco,2,other,noun,
a lot,4,other,adverb,
flaps,1,other,noun,
trade-in,1,other,noun,
fire hook,1,other,noun,
constitutionalize,1,other,verb,
epilithic,2,other,adjective,
fast reactor,4,other,noun,
myriagram,2,other,noun,
golf cart,4,other,noun,
velvet plant,3,other,noun,
finger-flower,1,other,noun,
openbill,2,other,noun,
chincherinchee,1,other,noun,
midvein,4,other,noun,
native cat,3,other,noun,
tear,1,other,verb,
American barberry,3,other,noun,
conversance,2,other,noun,
Redwood National Park,1,other,noun,
interrogate,1,other,verb,
make no bones about,2,other,verb,
spring break,4,other,noun,
peahen,4,other,noun,
stein,2,other,noun,
normal,3,other,adjective,
pea-green,1,other,adjective,
Amen-Ra,3,other,noun,
pearly razorfish,4,other,noun,
alliteration,3,other,noun,
putative,2,other,adjective,
macroglia,2,other,noun,
Roger Sessions,1,other,noun,
dysuria,1,other,noun,
demagnetize,1,other,verb,
target language,3,other,noun,
Sturnus,2,other,noun,
grand dragon,2,other,noun,
hotshot,3,other,noun,
dejectedly,1,other,adverb,
wheat eelworm,1,other,noun,
Holarrhena,2,other,noun,
let drive,1,other,verb,
white cohosh,3,other,noun,
speechify,2,other,verb,
improvident,2,other,adjective,
Amanita mappa,3,other,noun,
ravine,1,other,noun,
Dipodidae,4,other,noun,
thermoset,3,other,adjective,
horned lizard,3,other,noun,
installment rate,2,other,noun,
elation,2,other,noun,
clumsy,4,other,adjective,
fib,3,other,noun,
acrogenous,2,other,adjective,
Gallinago gallinago,1,other,noun,
apatosaurus,2,other,noun,
modal,1,other,noun,
room light,3,other,noun,
craftiness,3,other,noun,
grains of paradise,4,other,noun,
aoudad,2,other,noun,
industrial arts,3,other,noun,
Blackfriar,1,other,noun,
approach trench,1,other,noun,
flame-flower,3,other,noun,
fanjet,4,other,noun,
lap-straked,3,other,adjective,
single,4,other,adjective,
liver,2,other,noun,
mineral dressing,4,other,noun,
ethanal,3,other,noun,
class Phaeophyceae,4,other,noun,
trial-and-error,1,other,adjective,
incumbent on,2,other,adjective,
Lens culinaris,3,other,noun,
neocortex,1,other,noun,
remote terminal,4,other,noun,
genus Balaenoptera,1,other,noun,
Scomberomorus maculatus,3,other,noun,
watershed,4,other,noun,
comfort,1,other,verb,
unvanquished,1,other,adjective,
mental process,4,other,noun,
secessionist,3,other,noun,
bootlicker,4,other,noun,
dermabrasion,4,other,noun,
TCP,3,other,noun,
Aristotelia,1,other,noun,
enucleate,3,other,verb,
bank robber,4,other,noun,
brandy,3,other,noun,
shifting,1,other,noun,
genus Schizanthus,4,other,noun,
quartzose,4,other,adjective,
Tang dynasty,2,other,noun,
inconvertible,4,other,adjective,
cellulite,1,other,noun,
family Aspergillaceae,4,other,noun,
miltomate,4,other,noun,
Vioxx,4,other,noun,
elan,3,other,noun,
titan,2,other,noun,
2nd lieutenant,3,other,noun,
contributive,4,other,adjective,
caravan,1,other,verb,
ambulant plague,1,other,noun,
swampy,2,other,adjective,
anomalops,2,other,noun,
intern,1,other,noun,
chicken cordon bleu,3,other,noun,
amorousness,2,other,noun,
Wayland,3,other,noun,
backstop,3,other,noun,
Schlumbergera baridgesii,2,other,noun,
botonnee,1,other,adjective,
well-advised,3,other,adjective,
necking,3,other,noun,
reducing diet,4,other,noun,
Britannia metal,3,other,noun,
bimetallic,2,other,adjective,
difference of opinion,4,other,noun,
thaw,1,other,verb,
untasted,3,other,adjective,
native,3,other,adjective,
cassette tape,4,other,noun,
wonderfulness,2,other,noun,
callow,1,other,adjective,
snakeroot,1,other,noun,
Townsendia Exscapa,1,other,noun,
fiddleneck,3,other,noun,
strike-slip fault,1,other,noun,
Mr.,2,other,noun,
parliamentary,1,other,adjective,
